"","prolific","X","age","sex","orient","ethnic","religion","location","SES","politics","HC1","HC2","HC3","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","RWA1","RWA2","RWA3","RWA4","RWA5","RWA6","RWA7","RWA8","RWA9","RWA10","RWA11","RWA12","SDO1","SDO2","SDO3","SDO4","SDO5","SDO6","SDO7","SDO8","SDO9","SDO10","SDO11","SDO12","SDO13","SDO14","SDO15","SDO16","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","Hcexp","X01","X02","X03","X04","X05","X06","X07","X08","X09","X10","index"
"42","5b6f4c673abd820001d6f637",29,22,1,3,1,1,7,3,3,1,1,1,2,4,1,4,5,4,4,4,4,1,4,4,4,4,3,7,7,2,2,1,7,6,2,7,3,5,4,1,7,1,2,6,1,7,7,7,7,1,1,6,2,7,1,4,1,4,2,3,3,5,2,2,3,3,2,3,3,3,4,5,2,2,2,2,4,2,3,2,2,2,4,2,3,2,5,4,3,3,4,2,4,2,3,2,4,2,2,1,2,2,1,2,1,1,4,4,4,1,"107"
"43","5b754bacc0c9cc00011",18,63,2,1,1,2,6,2,5,2,1,2,1,3,1,1,5,1,1,1,2,1,2,1,5,5,3,7,4,1,1,1,7,6,7,7,7,7,7,2,6,1,4,6,1,7,7,7,7,1,1,7,1,7,1,5,1,5,1,4,3,5,3,5,5,4,1,5,3,5,5,5,1,5,5,3,5,1,4,5,3,1,5,3,5,4,5,4,5,5,5,1,3,4,4,4,4,3,5,1,2,4,2,4,2,4,4,4,2,3,"55"
"44","5b798bd4ae3bc00001387d4c",76,43,1,1,1,1,7,3,1,4,3,4,3,2,4,3,5,3,2,2,3,2,3,3,2,3,2,5,7,2,1,2,5,7,2,7,3,6,2,5,4,4,5,4,4,4,3,5,4,4,4,4,5,4,5,2,4,3,3,2,4,2,4,3,5,2,2,4,4,4,2,2,4,4,4,4,2,4,3,2,2,2,5,4,4,4,2,3,3,2,1,4,3,4,4,3,1,4,3,1,4,3,3,3,2,3,3,3,2,2,"109"
"45","5b831be3075ce30001f3de00",126,26,2,3,1,1,6,4,3,2,1,2,1,4,1,4,5,3,4,4,5,1,4,5,3,4,3,7,7,6,2,4,7,6,2,7,1,7,4,2,5,1,1,7,2,6,7,7,7,1,2,5,1,7,1,3,4,4,5,4,3,4,5,1,5,2,2,4,5,3,3,2,4,5,5,2,3,4,2,3,2,2,4,5,5,3,4,5,1,3,2,3,2,5,3,2,4,5,4,1,2,3,1,1,1,1,4,5,5,2,"57"
"46","5b9d7801856d4f0001a213df",11,35,2,1,1,2,8,7,5,1,1,1,1,5,1,4,5,3,2,3,5,1,4,5,3,3,3,7,7,4,1,4,7,1,6,7,6,3,6,1,5,1,1,4,1,7,7,7,7,1,1,7,1,7,1,5,4,4,4,4,5,3,3,1,5,2,4,4,4,3,3,4,4,5,5,4,4,4,1,4,3,4,5,5,2,5,4,3,2,4,2,3,3,4,3,2,4,3,3,1,5,3,1,4,3,2,3,1,1,1,"89"
"47","5b9ffe473c79df000159cd8c",80,43,1,1,1,1,9,1,3,1,1,1,1,2,1,2,5,4,3,2,4,1,3,4,3,3,2,7,6,1,2,2,7,5,2,7,2,1,4,1,7,1,1,7,1,7,7,7,7,1,1,7,1,7,1,4,3,4,4,5,3,4,2,2,5,4,2,3,4,5,4,4,4,4,5,2,4,2,2,5,4,2,4,4,5,3,4,3,3,2,4,2,3,2,5,1,4,2,5,3,5,2,1,2,1,2,5,3,4,2,"5"
"48","5bb5dd2c72603000015a9bf2",115,35,2,1,1,1,11,3,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,1,1,7,1,7,7,7,7,4,7,7,7,1,7,1,1,1,4,1,1,7,1,7,1,1,7,1,7,1,2,1,1,5,1,5,5,5,1,5,5,4,1,5,1,5,5,5,1,1,1,5,3,1,5,5,1,1,5,1,5,5,5,5,5,5,1,1,5,1,4,1,5,1,5,2,1,1,1,1,1,1,1,1,3,1,"56"
"49","5bc9ed7f3d893f0001bee4b6",108,19,2,1,1,1,10,2,3,2,1,2,3,4,1,4,4,4,2,4,5,1,3,5,3,4,2,7,7,4,3,3,7,7,3,7,2,7,2,3,6,4,3,6,4,4,7,7,7,3,4,5,4,7,3,3,3,4,4,4,4,4,4,1,5,3,3,4,4,4,3,2,4,5,5,4,2,4,1,3,1,3,3,4,5,5,3,4,1,3,2,3,3,5,3,2,4,5,4,3,2,1,1,1,1,1,4,5,4,2,"19"
"50","5be1731ca706240001b09380",47,26,2,1,1,1,10,2,3,2,1,2,1,4,1,2,5,4,3,2,4,2,2,4,3,4,2,7,7,4,3,3,7,3,3,7,3,5,4,3,7,2,4,6,2,6,7,7,7,2,3,7,4,6,4,2,5,5,5,2,4,4,3,2,3,2,2,4,4,3,2,2,1,5,3,4,4,3,2,2,2,2,4,4,4,4,4,5,3,4,2,2,2,4,4,2,3,4,3,1,4,2,1,3,2,3,3,1,3,2,"25"
"51","5beef8baaf11020001a4ffc7",130,23,3,3,1,1,3,4,1,2,1,1,2,4,1,4,5,5,5,4,5,1,3,5,4,4,1,7,7,1,1,1,7,7,1,7,1,6,1,1,7,3,1,7,3,7,7,7,7,1,1,7,1,7,1,3,2,4,2,4,4,3,3,3,4,3,2,4,4,3,3,4,2,3,4,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,2,3,3,4,2,4,3,4,1,2,1,1,2,1,1,4,4,4,1,"38"
"52","5bf6bbeb31f7850001d24ce2",21,46,2,1,1,1,8,2,3,2,1,2,1,4,1,4,5,3,2,4,4,1,3,4,4,4,1,7,7,2,2,2,7,7,2,7,2,6,2,2,6,2,2,6,1,6,6,7,6,1,1,6,1,7,1,3,4,4,3,3,4,4,3,2,5,3,2,5,4,4,4,4,4,3,3,5,4,4,3,2,2,3,4,3,4,4,4,4,2,4,3,3,4,4,4,2,3,4,4,1,1,1,1,2,1,2,4,5,5,1,"86"
"53","5c0023666ac6f500012318eb",75,33,2,1,3,3,2,2,5,2,1,1,1,3,1,5,5,3,3,5,3,1,4,4,4,5,2,5,7,6,5,5,7,4,4,4,6,3,5,1,7,1,1,7,1,7,7,7,7,1,1,5,1,7,1,4,1,5,1,3,3,4,1,3,3,3,1,5,3,3,3,4,1,4,3,3,4,1,3,2,5,1,5,2,3,1,4,5,4,5,4,1,5,3,3,3,4,1,1,1,1,1,1,1,1,1,5,5,5,1,"68"
"54","5c0fc9239cd2dd00018e06c9",106,54,2,1,1,2,8,3,5,1,1,2,1,4,1,3,4,4,1,3,4,2,3,4,3,4,1,7,7,5,2,3,7,4,4,7,7,4,4,2,3,1,4,5,4,6,6,6,6,1,4,5,3,5,3,1,2,5,1,2,5,4,2,2,4,1,1,5,5,2,3,3,2,5,4,5,2,3,2,2,1,3,4,2,3,5,4,3,2,4,1,1,4,5,2,3,4,3,3,1,2,1,1,1,1,2,4,3,4,3,"101"
"55","5c18e589d66c940001f97e81",59,50,2,1,1,1,10,3,4,4,2,2,1,2,1,2,5,2,1,1,3,1,1,1,1,4,1,7,7,1,4,2,7,6,1,7,3,3,4,1,7,1,1,4,2,7,7,7,7,1,1,5,1,6,1,5,3,4,1,3,2,5,3,4,5,3,1,5,4,2,5,5,1,2,4,1,3,1,4,1,3,1,4,2,2,2,3,4,3,1,4,1,5,1,3,4,5,2,2,3,4,2,1,1,1,1,1,1,3,4,"4"
"56","5c20056791305c000171dcd9",16,27,2,1,1,1,4,2,4,2,2,2,2,2,2,4,4,4,2,4,4,4,2,4,4,4,4,7,7,6,7,7,7,7,7,7,7,7,7,1,6,1,6,1,1,7,7,7,7,1,3,7,7,7,1,5,4,5,1,2,2,4,1,4,4,4,1,5,2,2,4,2,1,2,1,2,2,1,4,1,4,2,5,4,4,2,4,5,4,5,4,1,5,2,2,4,4,2,2,1,2,4,1,2,2,2,4,4,3,2,"82"
"57","5c2b4f35099b880001cb2d72",135,33,2,1,1,2,10,1,1,2,2,2,1,3,2,2,5,3,2,2,4,2,2,4,3,3,2,7,7,5,6,3,7,1,2,7,2,5,4,1,7,1,1,4,1,7,7,7,7,1,1,7,1,7,1,3,4,2,3,2,4,3,4,2,5,2,4,3,4,4,3,3,5,5,4,3,3,5,4,3,2,3,3,5,5,4,3,3,3,2,2,4,4,4,3,3,4,5,4,1,4,2,2,2,2,2,4,3,4,2,"29"
"58","5c2bac1e8c234c00018b889e",119,32,2,1,1,2,7,3,5,3,2,3,2,5,2,4,5,5,4,4,5,1,4,5,4,4,3,6,6,6,6,7,7,4,7,7,7,4,7,7,6,5,7,7,2,3,5,5,5,3,6,6,5,4,3,3,1,5,2,5,5,4,1,4,5,4,1,5,2,5,5,4,1,2,5,4,3,3,4,5,5,3,5,3,4,3,4,5,4,5,5,1,5,2,5,5,5,1,5,1,3,2,2,4,2,2,4,5,4,3,"113"
"59","5c2d24dc4231860001e3eaa7",120,24,2,1,2,1,7,2,3,2,1,1,1,4,1,4,5,4,4,4,3,1,2,3,4,4,1,7,7,1,1,1,7,6,1,7,1,7,1,1,6,3,1,7,1,6,6,7,7,1,1,4,1,7,1,4,3,4,2,2,2,3,4,2,5,3,2,4,5,4,3,3,2,5,5,2,5,2,3,2,2,4,4,5,5,4,4,3,3,5,4,3,3,4,5,3,4,3,3,1,2,2,1,1,5,1,4,4,4,2,"76"
"60","5c2d5d3a5005b60001ad0cf5",105,31,2,3,1,1,8,2,3,1,1,1,1,4,1,4,5,5,3,5,5,1,3,5,3,5,1,7,7,4,2,1,7,4,3,7,1,7,1,1,7,4,1,7,4,6,7,7,7,1,3,7,2,7,1,4,1,3,4,5,4,4,4,2,5,2,1,3,3,3,4,2,4,5,3,3,1,2,2,2,4,3,4,2,5,4,4,4,4,3,3,3,4,4,5,1,4,3,4,1,1,1,1,1,1,1,5,5,5,1,"134"
"61","5c2e6e0323477600011a5297",110,29,2,1,1,1,10,3,5,4,3,4,2,2,3,3,4,3,3,4,4,3,4,4,3,4,2,7,4,7,5,6,7,4,6,7,6,4,6,6,4,4,5,6,5,7,5,5,6,2,4,6,4,3,4,3,4,5,3,2,4,4,2,3,5,2,3,4,3,4,3,4,4,5,5,3,5,3,2,3,3,3,4,4,3,4,5,4,2,3,3,3,4,5,3,2,3,5,2,1,2,3,2,3,2,3,3,4,3,3,"16"
"62","5c30bf4726d1c6000195f30d",55,23,2,3,1,1,2,3,3,2,1,1,1,4,1,3,5,4,3,3,5,1,3,5,4,5,2,7,7,3,2,1,7,4,2,6,2,3,2,2,7,2,1,7,2,7,7,7,7,1,3,7,1,7,1,2,3,3,5,4,5,4,4,2,5,2,1,4,4,5,2,3,5,5,4,5,4,4,1,3,1,4,4,4,4,5,4,4,2,2,2,3,3,4,4,2,4,4,4,1,1,1,1,2,1,1,5,5,4,1,"100"
"63","5c336b366f160f0001348481",128,39,1,1,1,1,2,2,5,3,1,3,2,2,1,1,5,3,1,1,4,1,1,4,3,3,1,7,7,1,1,1,7,7,2,7,2,4,1,1,6,5,2,6,2,7,6,7,7,2,2,7,2,6,1,3,4,4,4,3,4,4,1,2,4,3,4,4,4,4,3,4,1,4,4,3,3,3,2,3,2,1,3,4,3,4,4,3,4,4,2,2,2,4,4,3,4,3,3,1,3,3,1,3,2,2,3,2,2,3,"13"
"64","5c39f0c686c1450001a983c4",127,51,1,1,1,1,5,2,2,2,1,1,1,2,1,4,5,4,1,4,5,2,1,4,1,1,3,7,7,1,1,1,6,6,1,7,1,7,1,2,6,5,2,7,4,7,6,7,7,6,2,7,4,4,4,1,4,4,3,5,5,5,4,2,5,3,1,4,5,5,1,4,4,4,5,5,2,3,1,5,1,2,4,5,5,5,5,4,3,1,1,3,4,4,5,2,1,4,5,1,4,2,1,1,2,2,3,2,2,2,"7"
"65","5c3db5a6ea50eb0001759fc4",84,44,2,1,1,2,8,2,3,1,1,1,1,4,1,2,5,4,2,2,4,1,2,4,4,4,2,7,7,1,1,1,7,3,1,7,2,3,3,1,7,1,1,7,4,7,7,7,7,1,1,7,1,7,1,3,3,4,1,4,4,4,2,4,4,2,3,4,3,4,4,4,4,4,5,5,5,4,5,3,3,4,4,4,5,5,5,4,5,4,3,3,3,4,4,4,4,5,3,3,1,1,1,2,1,1,2,2,2,1,"110"
"66","5c45ca39d01d7a0001064c69",122,35,2,1,1,1,8,3,3,1,1,1,1,4,2,4,5,3,2,4,3,3,2,2,4,3,4,7,7,7,7,5,7,7,3,7,1,7,5,1,7,4,2,7,4,7,7,7,7,1,1,5,1,7,1,5,5,5,1,2,2,4,1,1,2,2,1,5,5,5,3,4,1,5,1,1,2,1,1,1,4,1,1,5,1,2,5,5,2,3,2,1,2,5,1,5,3,1,1,1,4,2,1,2,3,2,3,3,3,2,"6"
"67","5c55a56ae66e510001ee791d",1,43,2,1,1,1,8,7,1,2,2,3,2,4,3,3,5,4,3,2,4,3,2,3,4,3,4,7,7,4,4,5,7,6,4,7,6,5,5,2,4,2,2,3,4,5,5,6,4,2,4,5,4,3,4,3,1,5,1,3,3,4,1,3,4,4,1,5,3,3,3,5,1,2,3,2,5,1,4,3,4,1,5,2,3,3,5,5,4,4,3,1,5,3,3,4,4,2,1,1,4,2,2,3,3,3,2,2,3,2,"102"
"68","5c56a87b9fcbc40001dc686c",14,50,1,1,1,2,8,2,1,4,1,2,1,5,1,2,5,5,2,2,4,1,2,5,2,4,1,7,6,3,4,4,7,4,4,5,6,3,6,1,7,4,3,7,2,7,7,7,7,1,1,7,3,7,3,4,3,5,1,3,3,5,2,3,4,5,2,5,2,4,5,5,3,2,2,2,5,1,3,3,4,1,4,1,3,3,5,3,3,4,4,1,3,3,4,2,5,3,2,1,2,2,1,1,1,1,1,4,4,1,"64"
"69","5c5d5fed13005e0001ab6e70",30,29,2,1,1,2,5,2,5,2,2,2,1,4,2,4,4,4,3,4,4,2,3,4,3,3,2,4,4,6,6,2,6,1,4,1,1,2,4,1,7,1,1,4,1,7,6,7,4,1,1,6,1,6,1,4,3,5,1,3,3,4,2,4,3,3,1,5,3,3,3,4,2,1,4,3,4,2,4,3,2,3,5,3,3,3,3,5,4,2,2,2,4,2,3,2,4,2,2,1,2,1,1,1,1,1,4,3,3,2,"92"
"70","5c609050808997000178ad7a",2,23,1,1,1,1,2,3,3,1,1,1,1,3,1,3,4,4,2,4,4,1,2,4,4,4,2,7,7,6,2,3,7,7,2,7,2,6,4,1,6,3,2,6,2,6,7,7,7,1,1,7,3,7,1,4,2,4,3,4,2,4,2,5,5,4,2,4,3,4,4,4,3,2,3,2,5,4,3,3,3,2,3,4,4,3,4,4,4,4,4,2,4,3,3,2,4,2,1,1,2,2,1,2,1,1,3,4,4,2,"37"
"71","5c6563e20d80fd0001425671",95,33,2,1,1,1,6,4,1,1,1,1,1,5,1,5,5,4,3,4,5,1,2,5,5,5,1,7,7,7,7,7,7,5,7,5,7,5,7,1,7,1,1,7,1,7,7,7,7,1,1,6,1,7,1,4,1,5,1,5,3,5,1,4,5,3,1,5,1,5,3,5,1,2,5,4,5,1,5,5,3,2,5,1,5,5,5,5,5,5,3,1,5,5,5,1,5,1,5,2,1,1,1,1,1,1,5,5,5,1,"51"
"72","5c6b3165b65acc0001efdb8e",27,28,2,1,1,1,4,4,3,2,1,3,4,3,2,2,5,4,2,3,4,2,3,4,4,4,3,7,7,5,3,2,7,7,3,7,3,6,5,1,1,1,1,5,1,7,2,6,6,1,2,7,1,7,1,1,3,3,4,1,4,3,4,2,4,2,1,5,4,1,2,3,4,5,3,3,3,4,2,1,2,4,3,4,4,4,4,2,2,4,3,3,3,4,3,3,4,4,2,1,2,2,1,2,3,2,4,4,4,3,"73"
"73","5c6e7ad5f4c22800015501f5",38,25,2,1,1,1,10,3,1,4,2,3,1,4,2,5,5,3,3,5,5,2,3,4,5,5,1,7,7,7,7,7,7,6,7,7,6,6,6,1,7,1,7,7,1,7,7,7,7,1,1,7,1,7,1,5,1,5,1,3,3,5,3,3,4,4,1,5,1,5,3,5,1,5,3,4,4,2,3,3,3,2,4,4,2,2,4,3,2,4,3,1,5,2,2,2,4,3,1,1,3,2,2,4,1,2,4,4,4,2,"31"
"74","5c6f2d6d4e43fe0001b45ef0",67,37,1,1,1,1,2,2,5,1,1,1,1,4,1,1,5,2,1,1,5,1,3,5,4,5,1,7,7,2,2,2,6,6,5,7,5,5,2,1,6,1,1,7,1,7,7,7,7,1,1,3,1,7,1,1,2,4,1,3,5,4,2,5,4,3,1,5,2,4,2,3,2,2,5,5,4,3,5,4,1,4,5,2,3,5,4,5,5,1,1,3,4,5,3,4,5,3,2,1,2,1,1,1,1,1,5,3,5,1,"59"
"75","5c6fd0be04b76500015f9db9",8,25,1,1,1,1,7,5,2,1,1,1,1,4,1,4,5,4,3,4,5,1,3,5,4,4,2,7,7,1,1,1,7,7,1,7,1,7,1,1,7,5,1,5,1,7,7,7,7,1,1,7,2,7,1,3,3,2,4,3,4,3,4,3,5,3,4,3,4,4,3,4,5,4,4,3,2,4,4,3,4,4,2,4,4,3,4,3,3,2,3,4,3,4,4,3,4,4,3,2,1,1,1,1,1,1,5,5,4,1,"41"
"76","5c7061ca9d788e0001b2d270",5,34,2,1,1,1,3,2,3,1,1,1,1,3,1,4,5,4,3,3,4,1,2,3,3,4,1,7,7,4,2,2,7,7,2,7,1,5,2,1,5,3,1,5,3,4,5,7,7,3,2,5,2,5,1,5,3,5,4,5,2,5,3,3,5,5,5,5,5,3,5,3,1,5,5,2,2,2,1,5,4,4,5,5,5,3,5,5,5,2,5,5,5,5,5,1,5,2,5,1,3,1,1,1,1,1,4,3,3,1,"126"
"77","5c7093155ba5060001ce5f1a",90,33,2,1,1,1,7,2,4,2,1,2,2,4,1,4,5,4,3,4,4,1,4,5,4,4,3,7,7,6,4,2,7,3,3,7,2,4,4,1,7,2,1,7,1,7,7,7,7,1,1,4,1,5,1,4,3,5,5,4,2,4,2,1,4,3,1,4,5,4,3,4,5,5,4,3,3,3,2,4,2,1,2,2,4,2,5,3,2,2,3,1,2,5,3,2,4,4,3,3,2,2,1,1,1,2,3,5,4,1,"96"
"78","5c72a12c2dfbdb0001b94c01",94,52,2,1,1,2,2,3,5,1,1,1,1,5,1,4,5,3,2,2,4,1,1,4,5,4,1,7,7,6,6,6,7,4,5,7,7,2,7,1,7,1,1,7,3,7,7,7,7,2,2,7,3,3,3,3,3,5,2,2,3,4,3,2,4,3,2,5,4,4,4,2,3,4,5,5,5,3,2,3,2,4,5,4,4,5,4,4,3,4,2,4,4,4,4,4,4,5,3,3,2,4,1,4,1,3,5,5,5,4,"1"
"79","5c77f6c9e62652000156ecd3",9,34,1,1,1,2,7,4,7,5,4,5,5,2,5,1,2,2,1,1,1,5,1,1,1,1,5,5,5,5,7,7,1,2,7,5,7,2,7,5,4,6,5,2,6,2,2,2,2,6,6,2,6,2,6,3,2,4,1,3,3,4,2,4,4,4,1,4,2,4,4,5,2,3,2,3,4,2,5,3,4,2,4,2,3,3,4,4,4,4,3,1,4,2,3,3,4,4,2,2,5,5,3,3,5,5,3,4,1,5,"99"
"80","5c7b05b2396b890010d98956",52,28,2,1,1,2,5,2,6,3,1,4,2,3,1,3,4,4,1,3,3,1,2,4,2,4,2,3,4,5,5,4,6,3,6,4,5,4,6,2,6,2,3,6,4,5,5,6,5,4,3,2,3,5,3,2,3,5,3,2,4,5,2,2,3,2,1,5,3,3,2,4,3,4,2,5,2,3,2,2,1,4,5,4,3,5,5,5,3,4,2,2,4,4,3,4,3,3,2,3,3,4,2,3,2,3,4,4,4,4,"120"
"81","5c7fd357cc6a9c001453d24c",35,40,1,1,1,2,2,4,4,2,2,2,2,3,2,3,4,2,2,3,4,2,3,4,3,4,1,7,7,6,1,1,7,2,1,7,4,5,3,1,7,1,1,7,1,7,7,7,7,1,1,7,1,7,1,4,2,5,1,4,3,4,1,4,4,3,1,5,4,4,4,4,2,4,4,3,4,2,4,4,4,2,4,4,2,2,4,4,4,4,3,2,4,4,4,4,4,2,3,1,2,1,1,1,1,1,3,5,4,1,"34"
"82","5c837ecaa01a2400014bad3b",71,58,2,1,4,2,3,4,3,2,1,2,1,4,1,4,5,4,3,4,4,1,3,4,3,4,2,7,7,6,4,5,7,5,4,7,5,4,6,2,7,1,1,7,1,7,7,7,7,2,4,7,3,7,3,5,1,5,3,4,2,5,4,4,4,4,2,5,4,2,4,2,3,3,4,2,5,2,4,4,4,4,5,4,3,2,5,5,5,4,5,3,5,3,4,4,5,4,2,3,2,2,1,1,1,1,4,4,4,1,"49"
"83","5c890ff526db6700151f24cb",51,32,2,1,1,1,7,3,4,1,1,1,1,3,1,2,5,2,2,3,4,1,1,4,3,3,1,7,7,4,4,4,7,4,4,3,5,4,3,1,7,1,3,5,1,7,7,7,7,1,1,1,1,5,1,3,2,4,3,2,4,3,4,2,4,3,2,4,2,4,3,2,4,4,4,4,4,2,2,2,2,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,3,1,3,4,1,2,4,2,3,2,3,2,"95"
"84","5c93df6d17c3e400178b2c7a",62,57,2,1,1,1,7,7,6,4,2,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,3,5,5,3,2,6,6,5,6,7,6,5,1,5,1,1,7,1,7,7,7,5,1,1,5,1,6,1,3,1,5,1,4,3,5,2,5,5,3,1,5,2,3,3,5,1,1,3,3,4,1,5,3,4,1,4,1,3,3,5,4,4,1,4,2,5,3,5,3,4,2,3,1,4,4,4,4,2,4,4,2,2,4,"52"
"85","5c94a2dc71fed300143f31f6",131,24,2,1,1,1,2,2,6,2,1,1,1,5,1,5,5,4,3,5,5,1,3,2,2,5,1,7,6,5,5,5,7,4,5,7,6,6,6,1,7,5,4,7,5,7,7,7,7,1,1,2,2,7,1,5,2,5,1,1,1,4,1,3,3,3,3,5,4,2,4,4,1,3,5,1,4,2,1,1,2,2,4,5,2,4,5,3,2,4,4,1,5,3,2,5,4,4,1,1,1,1,1,1,1,1,4,4,4,1,"8"
"86","5c9885b4e740170019cb7f50",49,29,1,1,1,1,2,4,1,3,3,4,3,2,5,2,3,2,3,1,3,5,1,3,1,1,3,6,4,4,4,4,6,5,5,4,5,5,4,1,5,1,4,4,3,7,3,4,4,1,2,5,3,3,1,1,3,4,4,4,4,4,2,1,5,2,1,3,4,4,2,3,1,4,4,5,2,3,2,3,2,2,3,4,5,4,3,4,2,4,1,2,4,4,4,1,2,3,4,3,4,4,4,5,5,4,1,1,1,4,"136"
